,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
501638,T501639,C4213852,1983-07-14,M,LEIDEN,2530496.82,2016-08-20,19:30:03,2781.0,33
501927,T501928,C3628152,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-20,22:10:49,318.0,51
502004,T502005,C8940034,1968-01-29,M,SOLIHULL,594095.66,2016-08-20,19:42:04,1660.0,48
502026,T502027,C2329936,1984-12-12,M,SAN JOSE,554329.02,2016-08-19,11:48:27,1358.38,31
502416,T502417,C6625054,1979-03-26,M,RUWI,1815793.64,2016-08-20,21:12:25,871.0,37
503014,T503015,C1380174,1962-06-16,M,RUWI,78.92,2016-08-19,09:12:37,424.0,54
503230,T503231,C4714959,1983-09-15,M,DUBAI,13027.97,2016-08-20,22:18:31,21.51,33
503394,T503395,C7742456,1990-01-13,M,DUBLIN,23489.36,2016-08-19,14:19:31,200.0,26
503417,T503418,C7440079,1968-01-29,M,SOLIHULL,594095.66,2016-08-19,12:53:30,41490.0,48
503961,T503962,C7036765,1974-09-28,M,ADDIS ABABD,1200266.96,2016-08-20,22:50:27,1037.0,42
504117,T504118,C4927743,1978-12-30,M,DOHA,585166.55,2016-08-19,10:38:01,1540.0,37
504664,T504665,C2417056,1985-07-11,M,LAGOS,6489159.04,2016-08-19,15:27:09,1000.15,31
505003,T505004,C6131854,1987-10-06,M,DOHA,204979.59,2016-08-19,00:01:34,100.0,29
505353,T505354,C3614985,1983-09-15,M,DUBAI,13027.97,2016-08-20,22:19:43,21.51,33
505415,T505416,C4330540,1971-07-15,M,HAMBURG,364.85,2016-08-19,08:00:26,1700.78,45
506098,T506099,C7014036,1964-04-14,M,DUBAI,333830.26,2016-08-19,14:42:47,25.0,52
506214,T506215,C3440875,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-20,22:03:40,1080.0,40
506233,T506234,C4619861,1977-01-22,F,KUALALUMPUR,2059.93,2016-08-20,18:43:59,20737.0,39
506283,T506284,C2332857,1985-07-18,M,SINGAPORE,4327058.11,2016-08-20,19:31:11,24906.0,31
506376,T506377,C6421812,1962-11-11,M,MUSCAT,5820.81,2016-08-19,14:59:51,150.0,53
506554,T506555,C1633661,1953-04-04,F,CLARKSBURG M MD,45676.48,2016-08-19,18:35:23,250.0,63
506555,T506556,C3118846,1974-11-19,M,RIYADH,2988545.42,2016-08-19,00:11:10,1300.6,41
506899,T506900,C7735933,1987-04-09,M,DUBAI,28540.59,2016-08-19,15:22:32,500.0,29
507303,T507304,C7127790,1986-10-11,M,BIETIGHEIM,1080483.17,2016-08-19,18:01:36,125.0,30
507418,T507419,C7512753,1986-04-13,M,DUBAI,2141.96,2016-08-19,13:40:26,2890.0,30
507831,T507832,C7295270,1982-07-26,M,DUBAI,9568.04,2016-08-19,12:49:05,45.0,34
507937,T507938,C1421876,1962-11-11,M,MUSCAT,5820.81,2016-08-19,18:16:51,1619.0,53
508005,T508006,C7613650,1996-04-19,M,RIYADH,319972.78,2016-08-19,17:49:26,1000.0,20
508187,T508188,C7295755,1976-03-17,M,DUBAI,1357.63,2016-08-19,06:17:58,60.0,40
508709,T508710,C8410058,1989-06-05,M,DUBAI,78730.02,2016-08-19,15:51:43,8.44,27
508751,T508752,C6139787,1989-01-26,F,SHARJAH,108815.52,2016-08-19,16:21:55,1769.0,27
508768,T508769,C6535989,1987-04-09,M,DUBAI,28540.59,2016-08-19,15:27:47,500.0,29
508785,T508786,C3670731,1967-04-15,F,SOMALI REGION,62959.17,2016-08-19,16:01:03,279.0,49
508856,T508857,C2040865,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-19,13:09:52,10000.0,40
509149,T509150,C2410167,1955-05-07,M,DOHA,209399.54,2016-08-19,17:36:06,6810.0,61
509314,T509315,C2311166,1984-01-12,F,SANDHAUSEN,53292.91,2016-08-19,18:19:57,2810.0,32
509574,T509575,C5336759,1979-03-30,M,PARRAMATTA,228342.08,2016-08-19,17:45:54,250.0,37
509662,T509663,C6934330,1988-10-21,F,OLDHAM,675196.67,2016-08-19,10:46:38,25.0,28
509731,T509732,C6227745,1986-10-11,M,BIETIGHEIM,1080483.17,2016-08-19,18:32:30,1698.0,30
509972,T509973,C7011164,1984-01-12,F,SANDHAUSEN,53292.91,2016-08-19,18:27:48,410.0,32
510218,T510219,C3419743,1975-07-16,M,CHESTER,234988.69,2016-08-19,16:59:08,2000.0,41
510324,T510325,C8335933,1987-04-09,M,DUBAI,55525.02,2016-08-19,17:23:42,1990.0,29
510671,T510672,C1427717,1986-10-11,M,BIETIGHEIM,1080483.17,2016-08-19,19:14:51,1300.0,30
511225,T511226,C7836753,1979-03-30,M,PARRAMATTA,228342.08,2016-08-19,19:56:45,1702.0,37
511378,T511379,C4025682,1976-11-29,M,DUBAI,91232.4,2016-08-19,19:47:55,199.0,39
511843,T511844,C7625643,1976-11-29,M,DUBAI,91232.4,2016-08-19,20:21:08,1170.81,39
512721,T512722,C6036233,1986-05-23,M,ISLAMABAD,2866.4,2016-08-19,20:17:24,1526.0,30
512741,T512742,C4939943,1981-09-10,M,DUBAI,629987.72,2016-08-19,19:52:44,1752.0,35
512827,T512828,C7495757,1976-03-17,M,DUBAI,1357.63,2016-08-19,06:12:36,60.0,40
513320,T513321,C4421832,1962-11-11,M,MUSCAT,5820.81,2016-08-19,13:05:06,120.0,53
513659,T513660,C2925664,1976-11-29,M,DUBAI,91232.4,2016-08-19,20:34:21,252.0,39
514018,T514019,C6135940,1987-04-09,M,DUBAI,55525.02,2016-08-19,17:01:46,2200.0,29
514160,T514161,C2080183,1962-06-16,M,RUWI,78.92,2016-08-24,07:15:34,1999.0,54
514219,T514220,C4318981,1980-09-07,M,MOMBASA,4875052.46,2016-08-24,01:02:42,2932.88,36
514239,T514240,C6418963,1980-09-07,M,MOMBASA,4875052.46,2016-08-24,04:10:30,800.0,36
514819,T514820,C8918913,1980-09-07,M,MOMBASA,4875052.46,2016-08-24,04:29:08,1225.0,36
514880,T514881,C3579236,1982-07-02,M,ORLANDO,3834.89,2016-08-19,20:54:17,699.0,34
515612,T515613,C8518942,1980-09-07,M,MOMBASA,4875052.46,2016-08-24,04:47:12,39.0,36
516115,T516116,C6317718,1981-12-25,M,NSW,26904.85,2016-08-19,22:23:30,2105.0,34
516284,T516285,C2321322,1975-01-14,F,ABU DHABI 303,609663.73,2016-08-24,00:19:07,33654.0,41
516457,T516458,C2635165,1988-08-24,M,OTTERFING,20800.65,2016-08-19,16:31:36,1968.0,28
516493,T516494,C1717153,1986-03-16,M,ABU DHABI,610098.05,2016-08-24,10:59:25,33891.0,30
516502,T516503,C1917168,1986-03-16,M,ABU DHABI,610098.05,2016-08-24,09:51:41,500.0,30
517310,T517311,C6521814,1962-11-11,M,MUSCAT,5820.81,2016-08-19,22:22:29,100.0,53
517456,T517457,C1417166,1986-03-16,M,ABU DHABI,610098.05,2016-08-24,09:53:00,500.0,30
517780,T517781,C3134830,1987-06-18,M,DUBAI,828645.92,2016-08-24,02:47:13,980.0,29
517988,T517989,C2642521,1953-03-01,F,STOCKPORT,215445.73,2016-08-19,18:19:06,1000.0,63
518002,T518003,C2927525,1992-09-27,M,SINGAPORE,190081.55,2016-08-24,01:22:38,190.0,24
518465,T518466,C3232036,1984-10-14,M,HAARLEM,120.19,2016-08-19,21:33:34,1002.0,32
519150,T519151,C1131534,1976-11-07,M,SYDNEY,27244.2,2016-08-24,11:51:05,1500.0,39
519340,T519341,C1538952,1980-07-02,M,DUBAI,35593.85,2016-08-24,11:35:07,3350.0,36
519665,T519666,C5727155,1983-05-08,M,OSAKA,440883.1,2016-08-19,20:21:15,2502.0,33
520828,T520829,C7825647,1976-11-29,M,DUBAI,91232.4,2016-08-19,20:22:21,264.0,39
520882,T520883,C4612612,1983-12-06,M,BRAMPTON,3905118.13,2016-08-24,11:28:05,1885.0,32
521105,T521106,C3433487,1986-04-02,M,DUBLIN,520494.81,2016-08-19,20:15:00,1004.0,30
521106,T521107,C6810365,1970-08-18,M,JANNUSAN,3269016.41,2016-08-19,20:09:09,25.0,46
521322,T521323,C2340845,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-19,20:09:53,500.0,40
521477,T521478,C7336715,1979-03-30,M,PARRAMATTA,228342.08,2016-08-19,21:18:36,1620.0,37
521535,T521536,C4035527,1978-10-05,M,DOHA,990.69,2016-08-19,20:38:58,361.26,38
521673,T521674,C4442583,1953-03-01,F,STOCKPORT,215445.73,2016-08-24,06:37:18,6557.61,63
522579,T522580,C5329084,1970-07-10,M,MANAMA,32969.5,2016-08-24,15:28:18,5687.0,46
522813,T522814,C6431868,1987-10-06,M,DOHA,204979.59,2016-08-24,12:04:43,500.0,29
522960,T522961,C7911550,1982-07-05,M,ORPINGTON,120563.86,2016-08-24,15:27:41,2200.0,34
522971,T522972,C6113913,1989-07-02,M,DUBAI,31.8,2016-08-24,14:22:56,294.0,27
523161,T523162,C4979039,1985-05-13,M,SYDNEY,35076.63,2016-08-19,23:58:22,1655.0,31
523899,T523900,C8940845,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-24,12:29:35,606.0,40
524598,T524599,C9079481,1979-01-01,M,PETALING JAYA,1002951.91,2016-08-19,21:51:12,3986.0,37
524699,T524700,C7439839,1980-10-20,M,AJMAN,222098.02,2016-08-24,12:27:16,2535.0,36
524724,T524725,C6325521,1985-08-28,M,MOUNT HAWTHORN,86681.06,2016-08-24,08:41:41,5000.0,31
524743,T524744,C5934379,1981-04-12,M,JERSEY CITY,198466.33,2016-08-19,21:52:15,1578.0,35
524979,T524980,C2117159,1986-03-16,M,ABU DHABI,610098.05,2016-08-24,12:01:03,8999.0,30
525134,T525135,C1126332,1982-03-12,M,SUNNYVALE,41433.77,2016-08-24,16:59:54,1499.0,34
525230,T525231,C1529035,1970-07-10,M,MANAMA,32969.5,2016-08-24,12:39:51,8517.0,46
525512,T525513,C7821253,1987-05-05,F,LAGOS,546.14,2016-08-19,21:17:45,200.0,29
526506,T526507,C2036691,1983-02-08,F,HELSINKI,187057.01,2016-08-23,15:56:48,1390.0,33
526806,T526807,C1130232,1958-05-25,M,373078374 PO BOX 48865 DUBAI,236455.16,2016-08-24,13:24:09,4174.0,58
527023,T527024,C8523758,1979-06-05,M,MOSCOW,913093.49,2016-08-24,20:56:50,31500.0,37
527726,T527727,C7025529,1985-08-28,M,MOUNT HAWTHORN,86681.06,2016-08-24,14:57:54,1000.0,31
527937,T527938,C1240888,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-24,20:50:13,866.0,40
528894,T528895,C2924538,1986-12-25,M,MELBOURNE,147200.64,2016-08-23,20:24:16,29.63,29
529250,T529251,C7732074,1972-01-09,M,UAE,11165.21,2016-08-24,20:22:56,125.0,44
529443,T529444,C9040845,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-24,16:04:10,1300.0,40
529888,T529889,C5625635,1976-11-29,M,DUBAI,91232.4,2016-08-23,21:01:15,1055.0,39
529972,T529973,C6725076,1979-03-26,M,RUWI,1815793.64,2016-08-24,23:45:16,190.0,37
530872,T530873,C6135378,1980-04-06,M,SHARJAH KARAMA,150413.56,2016-08-24,19:29:09,599.0,36
530883,T530884,C7125623,1976-11-29,M,DUBAI,91232.4,2016-08-24,21:46:40,699.0,39
531540,T531541,C3223737,1979-06-05,M,MOSCOW,913093.49,2016-08-24,21:11:27,3500.0,37
531755,T531756,C1231534,1976-11-07,M,SYDNEY,27244.2,2016-08-23,20:01:53,5000.0,39
531906,T531907,C5624778,1961-02-03,F,KUWAIT,10495835.7,2016-08-23,15:09:07,3630.5,55
532060,T532061,C4240861,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-24,20:37:52,1033.0,40
532182,T532183,C7936685,1983-02-08,F,HELSINKI,187057.01,2016-08-23,15:19:00,1025.0,33
532887,T532888,C4521215,1987-05-05,F,LAGOS,546.14,2016-08-23,19:39:42,284.0,29
533073,T533074,C4531422,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-23,21:01:32,219.0,61
533102,T533103,C8328124,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-23,21:49:20,2333.0,51
533186,T533187,C7893716,1944-10-25,M,SINGAPORE,50713.16,2016-08-23,21:34:37,7588.0,72
533262,T533263,C2117226,1981-05-30,M,AUSTIN,291670.62,2016-08-24,20:13:48,19359.0,35
533833,T533834,C1480111,1962-06-16,M,RUWI,78.92,2016-08-24,21:16:06,320.0,54
535058,T535059,C3719772,1975-07-16,M,CHESTER,234988.69,2016-08-24,17:02:08,2896.0,41
535277,T535278,C5635535,1978-10-05,M,DOHA,990.69,2016-08-22,03:55:14,25.0,38
535547,T535548,C8221217,1983-09-18,M,DUBAI,572.06,2016-08-22,09:23:46,1693.0,33
536043,T536044,C8032159,1981-10-06,M,MOUNTAIN VIEW,380788.22,2016-08-24,18:37:52,9709.0,35
536482,T536483,C9030285,1958-05-25,M,373078374 PO BOX 48865 DUBAI,236455.16,2016-08-24,19:48:39,1500.0,58
536937,T536938,C1618969,1980-09-07,M,MOMBASA,4875052.46,2016-08-23,19:46:05,2120.0,36
537157,T537158,C3819792,1975-07-16,M,CHESTER,234988.69,2016-08-24,19:55:52,1310.0,41
537700,T537701,C4711327,1974-05-30,M,BUR DUBAI,1528.39,2016-08-23,20:26:10,740.0,42
537806,T537807,C6627766,1978-12-30,M,DOHA,585166.55,2016-08-22,10:04:49,1000.0,37
537979,T537980,C8680152,1962-06-16,M,RUWI,78.92,2016-08-23,20:35:22,4503.0,54
538145,T538146,C6721872,1962-11-11,M,MUSCAT,5820.81,2016-08-22,01:59:08,110.0,53
538167,T538168,C4829016,1989-01-09,M,NOTTINGHAM,186.35,2016-08-24,19:35:41,180.0,27
538289,T538290,C1535543,1978-10-05,M,DOHA,990.69,2016-08-22,03:54:36,25.0,38
538309,T538310,C2421813,1962-11-11,M,MUSCAT,5820.81,2016-08-22,02:10:11,110.0,53
538387,T538388,C2219776,1975-07-16,M,CHESTER,234988.69,2016-08-24,18:36:04,4140.0,41
538460,T538461,C8717046,1985-07-11,M,LAGOS,6489159.04,2016-08-23,10:03:52,3518.3,31
538579,T538580,C1580116,1962-06-16,M,RUWI,78.92,2016-08-23,09:48:02,390.0,54
538895,T538896,C4331448,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-23,20:59:45,2187.0,61
538958,T538959,C4511136,1984-01-12,F,SANDHAUSEN,53292.91,2016-08-22,08:24:51,250.0,32
539511,T539512,C8019749,1975-07-16,M,CHESTER,234988.69,2016-08-23,09:37:22,821.98,41
539597,T539598,C6621484,1989-11-05,M,FAHAHEL,9226.08,2016-08-23,11:37:18,1000.0,26
539792,T539793,C4518974,1980-09-07,M,MOMBASA,4875052.46,2016-08-23,20:13:01,1130.0,36
539864,T539865,C7710717,1958-08-03,M,SHARJAH,2294927.83,2016-08-22,10:19:42,25.0,58
539932,T539933,C6511351,1987-06-26,M,DUBAI,6.97,2016-08-24,18:25:48,1641.0,29
540012,T540013,C8995786,1976-03-17,M,DUBAI,12267.22,2016-08-23,06:30:44,25.0,40
540543,T540544,C3024765,1961-02-03,F,KUWAIT,10495835.7,2016-08-23,09:54:32,2700.0,55
540613,T540614,C8834629,1986-11-25,M,LUTON,260109.56,2016-08-24,18:49:13,43357.0,29
540656,T540657,C1318383,1984-01-01,M,DOHA,5923.31,2016-08-23,10:47:12,30.0,32
540707,T540708,C4425635,1976-11-29,M,DUBAI,91232.4,2016-08-23,20:11:23,274.74,39
541866,T541867,C2640058,1994-09-15,F,OUTRAM,13233.2,2016-08-23,00:26:09,2065.0,22
542092,T542093,C5019732,1975-07-16,M,CHESTER,234988.69,2016-08-24,18:11:58,2504.0,41
543095,T543096,C3726338,1982-03-12,M,SUNNYVALE,41433.77,2016-08-24,18:55:06,1420.0,34
543257,T543258,C6517946,1974-10-21,M,KUWAIT,1299871.45,2016-08-23,00:25:22,5633.0,42
543547,T543548,C8934512,1978-06-10,M,SINGAPORE,20772.12,2016-08-24,17:10:08,6785.0,38
543569,T543570,C2034870,1972-03-16,M,DOHA,192908.15,2016-08-23,08:23:04,25.0,44
543797,T543798,C5029091,1989-01-09,M,NOTTINGHAM,186.35,2016-08-24,19:21:12,1170.0,27
544275,T544276,C1628563,1987-07-31,M,MANAMA,37496.13,2016-08-23,07:54:43,3800.0,29
545084,T545085,C5815373,1958-01-13,F,KUALA LUMPUR,26814.42,2016-08-24,16:37:25,3395.0,58
546365,T546366,C8882955,1981-11-01,M,SHARJAH,20934.66,2016-08-23,11:27:28,720.0,34
546678,T546679,C3928538,1987-07-31,M,MANAMA,37496.13,2016-08-23,08:53:56,899.0,29
546969,T546970,C4119749,1975-07-16,M,CHESTER,234988.69,2016-08-24,17:48:09,413.0,41
547701,T547702,C5425015,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-24,18:32:20,250.0,35
547785,T547786,C2233523,1987-02-02,M,TOONGABBIE,12557.58,2016-08-23,07:06:47,390.0,29
548171,T548172,C5917153,1986-03-16,M,ABU DHABI,610098.05,2016-08-24,19:15:51,500.0,30
548316,T548317,C1523639,1975-09-14,M,MANAMA,1366693.37,2016-08-23,07:22:26,1301.54,41
548806,T548807,C4635322,1981-04-25,M,BIRMINGHAM,31383.89,2016-08-24,18:30:44,365.0,35
549086,T549087,C6924713,1961-02-03,F,KUWAIT,10495835.7,2016-08-23,13:20:29,3117.0,55
549112,T549113,C7882918,1981-11-01,M,SHARJAH,20934.66,2016-08-23,13:06:00,695.0,34
549285,T549286,C5640842,1976-05-20,M,KUWAIT CITY,34713.93,2016-08-23,12:33:33,1795.0,40
549501,T549502,C8082913,1981-11-01,M,SHARJAH,20934.66,2016-08-23,11:58:46,2150.0,34
550085,T550086,C4127417,1989-04-13,M,SALALAH,141100.42,2016-08-23,18:42:20,20127.0,27
550312,T550313,C7312661,1983-12-06,M,BRAMPTON,3905118.13,2016-08-23,18:33:09,250.0,32
550323,T550324,C8633864,1991-08-15,M,RIYADH,505.45,2016-08-23,18:40:23,500.0,25
550368,T550369,C1715626,1960-06-09,M,JEDDAH,1213974.55,2016-08-22,08:32:30,25.0,56
550482,T550483,C6020811,1952-01-03,M,JIZAN,2883314.46,2016-08-23,12:48:54,2402.0,64
551185,T551186,C1126366,1982-04-02,M,SHARJAH,249140.15,2016-08-23,13:32:37,2550.0,34
552547,T552548,C4319547,1988-09-30,M,SINGAPORE,13225.81,2016-08-23,14:22:02,178.0,28
552648,T552649,C1821872,1962-11-11,M,MUSCAT,5820.81,2016-08-22,01:58:07,110.0,53
553235,T553236,C4020869,1952-01-03,M,JIZAN,2883314.46,2016-08-23,12:58:15,1219.0,64
553429,T553430,C1921456,1989-11-05,M,FAHAHEL,9226.08,2016-08-23,18:23:39,5960.0,26
553600,T553601,C4519741,1975-07-16,M,CHESTER,234988.69,2016-08-23,17:32:11,5000.0,41
553756,T553757,C6431427,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-23,19:17:41,1788.0,61
553915,T553916,C5040855,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-23,12:40:15,500.0,40
554167,T554168,C1639763,1989-01-26,F,SHARJAH,108815.52,2016-08-22,01:01:56,581.0,27
554307,T554308,C5819332,1983-11-02,M,DEVONSHIRE,42476.15,2016-08-23,13:55:54,6023.0,32
554398,T554399,C9013777,1969-01-17,M,JEDDAH,147357.6,2016-08-23,19:18:17,1690.0,47
554503,T554504,C3441282,1975-12-01,M,ILFORD,56437.81,2016-08-24,14:01:43,6598.0,40
554704,T554705,C7128145,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-24,15:18:53,4998.0,51
554751,T554752,C7428179,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-24,16:02:02,3994.0,51
555014,T555015,C2420532,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-23,17:47:44,14617.0,30
555069,T555070,C5311067,1986-10-16,F,SHARJAH,85561.95,2016-08-23,09:01:15,60.0,30
555467,T555468,C1419746,1975-07-16,M,CHESTER,234988.69,2016-08-23,17:13:16,55745.0,41
555552,T555553,C3229012,1970-07-10,M,MANAMA,32969.5,2016-08-24,15:31:36,787.0,46
555560,T555561,C1422060,1985-08-16,M,DUBAI,392.16,2016-08-23,12:06:00,120.0,31
555616,T555617,C4382932,1981-11-01,M,SHARJAH,20934.66,2016-08-23,12:49:13,1795.01,34
555805,T555806,C4235350,1981-04-25,M,BIRMINGHAM,31383.89,2016-08-24,16:50:00,2197.0,35
555822,T555823,C3624876,1962-09-27,M,DOHA,936831.82,2016-08-24,16:44:29,25.0,54
555972,T555973,C7740869,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-24,15:49:27,650.0,40
555999,T556000,C5635584,1978-10-05,M,DOHA,990.69,2016-08-24,12:32:07,282.81,38
556067,T556068,C4237144,1990-06-07,F,NAWALPARASI,10973.34,2016-08-24,17:31:31,108.0,26
556354,T556355,C2118915,1980-09-07,M,MOMBASA,4875052.46,2016-08-23,01:27:28,73464.0,36
556916,T556917,C5931415,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-22,14:33:31,8596.0,61
556921,T556922,C4136271,1980-04-29,F,CHARLOTTE,458950.42,2016-08-27,19:37:48,7543.0,36
557197,T557198,C4293722,1944-10-25,M,SINGAPORE,50713.16,2016-08-23,11:17:44,24695.56,72
557966,T557967,C3818953,1980-09-07,M,MOMBASA,4875052.46,2016-08-22,16:01:40,2753.0,36
558053,T558054,C6715348,1958-01-13,F,KUALA LUMPUR,26814.42,2016-08-24,16:23:43,3338.0,58
558445,T558446,C9026042,1989-08-21,M,DOHA,51732.07,2016-08-24,15:00:13,10000.0,27
558812,T558813,C7070734,1967-04-15,F,SOMALI REGION,62959.17,2016-08-27,18:04:31,238.0,49
559128,T559129,C2431960,1970-06-10,M,KUWAIT CITY,955.44,2016-08-23,13:51:22,2800.0,46
559232,T559233,C1431462,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-22,15:58:27,845.0,61
559541,T559542,C7618977,1980-09-07,M,MOMBASA,4875052.46,2016-08-22,14:49:23,3432.0,36
560045,T560046,C6518958,1980-09-07,M,MOMBASA,4875052.46,2016-08-22,16:15:16,2952.3,36
560069,T560070,C4637271,1964-04-21,M,DOHA,17196.94,2016-08-22,15:26:25,590.0,52
560211,T560212,C4341733,1963-07-12,M,DOHA,4176126.78,2016-08-27,04:33:24,150.66,53
560266,T560267,C3940374,1988-08-04,M,JUBAIL,487.03,2016-08-27,01:22:20,6000.0,28
560480,T560481,C7131212,1973-12-17,F,BASINGSTOKE,6600.0,2016-08-27,01:06:02,11819.83,42
560919,T560920,C5740814,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-22,15:46:02,200.0,40
560998,T560999,C8872132,1994-01-07,M,OKHALDHUNGA,3630.4,2016-08-22,14:08:24,30.0,22
561032,T561033,C4480173,1962-06-16,M,RUWI,78.92,2016-08-27,12:13:56,14054.0,54
561291,T561292,C2232485,1981-06-16,M,ABU DHABI,143.28,2016-08-27,07:31:56,25.0,35
561469,T561470,C6576584,1990-07-12,M,MUSCAT,54469.85,2016-08-27,15:54:00,11.74,26
561558,T561559,C4538468,1971-05-29,M,DHAHRAN,277651.64,2016-08-27,08:07:55,1700.0,45
561817,T561818,C5736213,1980-04-29,F,CHARLOTTE,458950.42,2016-08-27,17:38:48,2625.0,36
561872,T561873,C9035533,1978-10-05,M,DOHA,990.69,2016-08-22,10:04:25,51.44,38
561904,T561905,C3326685,1972-09-17,M,SHARJAH,588826.94,2016-08-27,10:46:43,4555.0,44
562125,T562126,C2324713,1961-02-03,F,KUWAIT,10495835.7,2016-08-22,15:44:04,9778.0,55
562148,T562149,C8842014,1989-04-17,M,MELBOURNE,187204.45,2016-08-27,11:24:49,20000.0,27
562164,T562165,C8826618,1972-09-17,M,SHARJAH,588826.94,2016-08-22,16:49:07,1000.0,44
562226,T562227,C6432062,1972-01-09,M,UAE,11165.21,2016-08-27,17:17:37,1000.0,44
562494,T562495,C7051232,1979-12-12,M,DUBAI,506699.4,2016-08-22,14:40:28,636.0,36
562509,T562510,C7231530,1976-11-07,M,SYDNEY,27244.2,2016-08-22,15:41:40,249.0,39
562866,T562867,C7231584,1976-11-07,M,SYDNEY,27244.2,2016-08-22,15:36:05,300.0,39
562961,T562962,C8936975,1989-11-21,M,KUWAIT,10129.18,2016-08-22,16:06:16,606.0,26
563051,T563052,C5938173,1980-01-21,M,PEORIA,6122.4,2016-08-27,00:00:08,1305.0,36
563052,T563053,C3817219,1984-08-04,M,DUBAI,145599.31,2016-08-27,00:21:34,27.0,32
564403,T564404,C4228870,1966-08-06,F,DUBAI,32189.33,2016-08-27,15:18:12,1002.5,50
564450,T564451,C2428138,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-27,15:39:45,14050.0,51
564626,T564627,C7618986,1980-09-07,M,MOMBASA,4875052.46,2016-08-22,14:13:10,3293.0,36
564651,T564652,C3517948,1974-10-21,M,KUWAIT,1299871.45,2016-08-27,16:47:15,1375.0,42
564867,T564868,C4985686,1970-12-29,M,AL JUBAIL,1251911.76,2016-08-27,04:04:15,7999.0,45
565355,T565356,C4380116,1962-06-16,M,RUWI,78.92,2016-08-22,11:49:34,1800.0,54
565505,T565506,C3937425,1971-10-21,M,MAARSSEN,110577.61,2016-08-27,10:44:53,296.0,45
565828,T565829,C4912968,1984-08-18,M,DUBAI,54174.44,2016-08-27,17:09:12,8999.0,32
565893,T565894,C1217028,1985-07-11,M,LAGOS,6489159.04,2016-08-27,15:50:26,200.0,31
566256,T566257,C2051690,1978-04-20,M,MILTON KEYNES,43113.77,2016-08-27,15:12:05,104478.0,38
566495,T566496,C5733163,1985-10-03,M,DUBAI,2867416.76,2016-08-27,15:49:13,2884.0,31
566967,T566968,C2636946,1989-11-21,M,KUWAIT,10129.18,2016-08-22,16:46:51,590.0,26
567015,T567016,C2818935,1980-09-07,M,MOMBASA,4875052.46,2016-08-22,17:10:58,801.0,36
567485,T567486,C5531276,1973-12-17,F,BASINGSTOKE,6600.0,2016-08-27,01:19:06,6600.0,42
568232,T568233,C6014983,1979-08-07,M,DAR ES SALAAM,3608609.26,2016-08-27,09:11:18,1.0,37
568674,T568675,C5618236,1974-11-28,M,RIYADH,453461.7,2016-08-27,13:49:00,425.0,41
569133,T569134,C7785615,1970-12-29,M,AL JUBAIL,1251911.76,2016-08-27,04:03:27,2.0,45
569699,T569700,C7833473,1986-04-02,M,DUBLIN,520494.81,2016-08-27,09:23:04,1700.27,30
569710,T569711,C6742066,1989-04-17,M,MELBOURNE,187204.45,2016-08-27,11:25:22,11500.0,27
570057,T570058,C7380075,1961-08-14,M,SHARJAH,27319.44,2016-08-27,17:20:12,271.37,55
570294,T570295,C4933783,1978-06-20,M,SHARJAH,186506.1,2016-08-27,10:37:22,2350.0,38
570379,T570380,C1430279,1958-05-25,M,373078374 PO BOX 48865 DUBAI,236455.16,2016-08-22,17:57:57,5859.0,58
570425,T570426,C1479013,1985-05-13,M,SYDNEY,35076.63,2016-08-22,19:48:19,949.0,31
570629,T570630,C6314940,1979-08-07,M,DAR ES SALAAM,3608609.26,2016-08-27,09:19:34,27400.0,37
570672,T570673,C7521837,1962-11-11,M,MUSCAT,5820.81,2016-08-22,10:36:32,110.0,53
570914,T570915,C7836744,1984-09-13,M,SYDNEY,1216.29,2016-08-22,14:22:39,234.0,32
571273,T571274,C4025637,1976-11-29,M,DUBAI,91232.4,2016-08-22,12:39:23,5520.0,39
571329,T571330,C1740834,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-22,18:03:39,200.0,40
571379,T571380,C3015740,1990-11-16,F,BEDFORD,455143.42,2016-08-22,18:02:48,234.22,25
